District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
26,All Grades,2025,White,1079,465,115,10.7,191,17.7,445,41.2,328,30.4,773,71.6
26,3,2024,Asian,972,472,19,2.0,132,13.6,445,45.8,376,38.7,821,84.5
26,3,2024,Black,55,456,8,14.5,12,21.8,20,36.4,15,27.3,35,63.6
26,3,2024,Hispanic,256,455,30,11.7,73,28.5,108,42.2,45,17.6,153,59.8
26,3,2024,Multi-Racial,50,470,2,4.0,8,16.0,20,40.0,20,40.0,40,80.0
26,3,2024,Native American,16,462,1,6.3,3,18.8,8,50.0,4,25.0,12,75.0
26,3,2024,White,194,458,14,7.2,51,26.3,100,51.5,29,14.9,129,66.5
26,4,2024,Asian,997,483,33,3.3,74,7.4,330,33.1,560,56.2,890,89.3
26,4,2024,Black,81,460,7,8.6,18,22.2,40,49.4,16,19.8,56,69.1
26,4,2024,Hispanic,229,456,44,19.2,54,23.6,91,39.7,40,17.5,131,57.2
26,4,2024,Multi-Racial,39,483,2,5.1,3,7.7,12,30.8,22,56.4,34,87.2
26,4,2024,Native American,9,473,1,11.1,1,11.1,4,44.4,3,33.3,7,77.8
26,4,2024,White,223,470,19,8.5,32,14.3,96,43.0,76,34.1,172,77.1
26,5,2024,Asian,990,479,43,4.3,92,9.3,327,33.0,528,53.3,855,86.4
26,5,2024,Black,66,449,13,19.7,23,34.8,22,33.3,8,12.1,30,45.5
26,5,2024,Hispanic,230,452,57,24.8,53,23.0,82,35.7,38,16.5,120,52.2
26,5,2024,Multi-Racial,41,469,4,9.8,7,17.1,15,36.6,15,36.6,30,73.2
26,5,2024,Native American,18,472,2,11.1,3,16.7,3,16.7,10,55.6,13,72.2
26,5,2024,White,218,462,31,14.2,38,17.4,95,43.6,54,24.8,149,68.3
26,6,2024,Asian,1202,483,48,4.0,81,6.7,383,31.9,690,57.4,1073,89.3
26,6,2024,Black,72,449,18,25.0,21,29.2,26,36.1,7,9.7,33,45.8
26,6,2024,Hispanic,257,453,66,25.7,52,20.2,92,35.8,47,18.3,139,54.1
26,6,2024,Multi-Racial,34,471,1,2.9,6,17.6,14,41.2,13,38.2,27,79.4
26,6,2024,Native American,18,459,2,11.1,5,27.8,7,38.9,4,22.2,11,61.1
26,6,2024,White,198,460,21,10.6,49,24.7,84,42.4,44,22.2,128,64.6
26,7,2024,Asian,1036,488,39,3.8,58,5.6,213,20.6,726,70.1,939,90.6
26,7,2024,Black,79,455,16,20.3,15,19.0,30,38.0,18,22.8,48,60.8
26,7,2024,Hispanic,239,458,38,15.9,58,24.3,76,31.8,67,28.0,143,59.8
26,7,2024,Multi-Racial,30,486,1,3.3,5,16.7,4,13.3,20,66.7,24,80.0
26,7,2024,Native American,24,464,3,12.5,5,20.8,9,37.5,7,29.2,16,66.7
26,7,2024,White,204,473,9,4.4,36,17.6,72,35.3,87,42.6,159,77.9
26,8,2024,Asian,390,473,34,8.7,49,12.6,139,35.6,168,43.1,307,78.7
26,8,2024,Black,35,452,10,28.6,5,14.3,13,37.1,7,20.0,20,57.1
26,8,2024,Hispanic,114,450,35,30.7,24,21.1,35,30.7,20,17.5,55,48.2
26,8,2024,Multi-Racial,9,463,0,0.0,2,22.2,6,66.7,1,11.1,7,77.8
26,8,2024,Native American,11,468,2,18.2,1,9.1,5,45.5,3,27.3,8,72.7
26,8,2024,White,84,447,28,33.3,14,16.7,32,38.1,10,11.9,42,50.0
26,All Grades,2024,Asian,5587,481,216,3.9,486,8.7,1837,32.9,3048,54.6,4885,87.4
26,All Grades,2024,Black,388,454,72,18.6,94,24.2,151,38.9,71,18.3,222,57.2
26,All Grades,2024,Hispanic,1325,455,270,20.4,314,23.7,484,36.5,257,19.4,741,55.9
26,All Grades,2024,Multi-Racial,203,474,10,4.9,31,15.3,71,35.0,91,44.8,162,79.8
26,All Grades,2024,Native American,96,465,11,11.5,18,18.8,36,37.5,31,32.3,67,69.8
26,All Grades,2024,White,1121,463,122,10.9,220,19.6,479,42.7,300,26.8,779,69.5
26,3,2023,Asian,953,476,24,2.5,103,10.8,369,38.7,457,48.0,826,86.7
26,3,2023,Black,70,466,6,8.6,7,10.0,36,51.4,21,30.0,57,81.4
26,3,2023,Hispanic,211,455,24,11.4,64,30.3,88,41.7,35,16.6,123,58.3
26,3,2023,Multi-Racial,38,478,0,0.0,4,10.5,13,34.2,21,55.3,34,89.5
26,3,2023,Native American,7,481,0,0.0,1,14.3,1,14.3,5,71.4,6,85.7
26,3,2023,White,214,466,14,6.5,37,17.3,92,43.0,71,33.2,163,76.2
26,4,2023,Asian,1006,478,28,2.8,107,10.6,386,38.4,485,48.2,871,86.6
26,4,2023,Black,67,456,11,16.4,14,20.9,35,52.2,7,10.4,42,62.7
26,4,2023,Hispanic,232,456,42,18.1,47,20.3,107,46.1,36,15.5,143,61.6
26,4,2023,Multi-Racial,35,474,1,2.9,7,20.0,11,31.4,16,45.7,27,77.1
26,4,2023,Native American,15,470,0,0.0,4,26.7,5,33.3,6,40.0,11,73.3
26,4,2023,White,220,467,19,8.6,35,15.9,104,47.3,62,28.2,166,75.5
26,5,2023,Asian,1098,480,34,3.1,88,8.0,380,34.6,596,54.3,976,88.9
26,5,2023,Black,66,449,16,24.2,17,25.8,27,40.9,6,9.1,33,50.0
26,5,2023,Hispanic,234,455,52,22.2,55,23.5,82,35.0,45,19.2,127,54.3
26,5,2023,Multi-Racial,27,471,1,3.7,4,14.8,11,40.7,11,40.7,22,81.5
26,5,2023,Native American,14,464,1,7.1,3,21.4,6,42.9,4,28.6,10,71.4
26,5,2023,White,234,463,19,8.1,53,22.6,100,42.7,62,26.5,162,69.2
26,6,2023,Asian,1113,481,56,5.0,86,7.7,380,34.1,591,53.1,971,87.2
26,6,2023,Black,70,447,18,25.7,23,32.9,23,32.9,6,8.6,29,41.4
26,6,2023,Hispanic,222,453,53,23.9,60,27.0,74,33.3,35,15.8,109,49.1
26,6,2023,Multi-Racial,27,489,1,3.7,2,7.4,6,22.2,18,66.7,24,88.9
26,6,2023,Native American,22,455,4,18.2,9,40.9,4,18.2,5,22.7,9,40.9
26,6,2023,White,201,465,26,12.9,37,18.4,74,36.8,64,31.8,138,68.7
26,7,2023,Asian,1013,483,25,2.5,87,8.6,213,21.0,688,67.9,901,88.9
26,7,2023,Black,75,459,10,13.3,17,22.7,30,40.0,18,24.0,48,64.0
26,7,2023,Hispanic,248,459,39,15.7,54,21.8,87,35.1,68,27.4,155,62.5
26,7,2023,Multi-Racial,34,481,1,2.9,2,5.9,8,23.5,23,67.6,31,91.2
26,7,2023,Native American,16,469,0,0.0,1,6.3,10,62.5,5,31.3,15,93.8
26,7,2023,White,218,461,25,11.5,60,27.5,62,28.4,71,32.6,133,61.0
26,8,2023,Asian,384,467,40,10.4,46,12.0,191,49.7,107,27.9,298,77.6
26,8,2023,Black,41,444,15,36.6,11,26.8,12,29.3,3,7.3,15,36.6
26,8,2023,Hispanic,94,449,28,29.8,21,22.3,33,35.1,12,12.8,45,47.9
26,8,2023,Multi-Racial,14,s,s,s,s,s,s,s,s,s,s,s
26,8,2023,Native American,5,s,s,s,s,s,s,s,s,s,s,s
26,8,2023,White,81,451,21,25.9,9,11.1,47,58.0,4,4.9,51,63.0
26,All Grades,2023,Asian,5567,479,207,3.7,517,9.3,1919,34.5,2924,52.5,4843,87.0
26,All Grades,2023,Black,389,454,76,19.5,89,22.9,163,41.9,61,15.7,224,57.6
26,All Grades,2023,Hispanic,1241,455,238,19.2,301,24.3,471,38.0,231,18.6,702,56.6
26,All Grades,2023,Multi-Racial,175,s,s,s,s,s,s,s,s,s,s,s
26,All Grades,2023,Native American,79,s,s,s,s,s,s,s,s,s,s,s
26,All Grades,2023,White,1168,464,124,10.6,231,19.8,479,41.0,334,28.6,813,69.6
26,3,2022,Asian,974,615,43,4.4,87,8.9,325,33.4,519,53.3,844,86.7
26,3,2022,Black,65,600,13,20.0,19,29.2,20,30.8,13,20.0,33,50.8
26,3,2022,Hispanic,221,599,46,20.8,47,21.3,91,41.2,37,16.7,128,57.9
26,3,2022,Multi-Racial,37,613,5,13.5,3,8.1,11,29.7,18,48.6,29,78.4
26,3,2022,Native American,17,613,0,0.0,5,29.4,5,29.4,7,41.2,12,70.6
26,3,2022,White,236,607,25,10.6,42,17.8,87,36.9,82,34.7,169,71.6
26,4,2022,Asian,1069,617,52,4.9,119,11.1,274,25.6,624,58.4,898,84.0
26,4,2022,Black,66,596,16,24.2,24,36.4,15,22.7,11,16.7,26,39.4
26,4,2022,Hispanic,221,599,57,25.8,61,27.6,46,20.8,57,25.8,103,46.6
26,4,2022,Multi-Racial,27,609,1,3.7,7,25.9,10,37.0,9,33.3,19,70.4
26,4,2022,Native American,15,592,5,33.3,3,20.0,3,20.0,4,26.7,7,46.7
26,4,2022,White,238,606,24,10.1,60,25.2,75,31.5,79,33.2,154,64.7
26,5,2022,Asian,984,617,69,7.0,128,13.0,195,19.8,592,60.2,787,80.0
26,5,2022,Black,71,596,26,36.6,20,28.2,18,25.4,7,9.9,25,35.2
26,5,2022,Hispanic,213,600,61,28.6,62,29.1,50,23.5,40,18.8,90,42.3
26,5,2022,Multi-Racial,28,619,2,7.1,5,17.9,5,17.9,16,57.1,21,75.0
26,5,2022,Native American,16,607,3,18.8,5,31.3,4,25.0,4,25.0,8,50.0
26,5,2022,White,217,607,44,20.3,53,24.4,42,19.4,78,35.9,120,55.3
26,6,2022,Asian,1053,617,91,8.6,142,13.5,199,18.9,621,59.0,820,77.9
26,6,2022,Black,82,597,31,37.8,25,30.5,19,23.2,7,8.5,26,31.7
26,6,2022,Hispanic,238,600,74,31.1,63,26.5,51,21.4,50,21.0,101,42.4
26,6,2022,Multi-Racial,45,618,3,6.7,4,8.9,12,26.7,26,57.8,38,84.4
26,6,2022,Native American,18,605,2,11.1,5,27.8,5,27.8,6,33.3,11,61.1
26,6,2022,White,226,601,65,28.8,62,27.4,46,20.4,53,23.5,99,43.8
26,7,2022,Asian,1053,619,61,5.8,146,13.9,256,24.3,590,56.0,846,80.3
26,7,2022,Black,91,603,19,20.9,34,37.4,22,24.2,16,17.6,38,41.8
26,7,2022,Hispanic,194,604,39,20.1,63,32.5,53,27.3,39,20.1,92,47.4
26,7,2022,Multi-Racial,30,612,3,10.0,7,23.3,6,20.0,14,46.7,20,66.7
26,7,2022,Native American,10,600,2,20.0,5,50.0,2,20.0,1,10.0,3,30.0
26,7,2022,White,214,607,36,16.8,55,25.7,55,25.7,68,31.8,123,57.5
26,8,2022,Asian,421,613,61,14.5,89,21.1,127,30.2,144,34.2,271,64.4
26,8,2022,Black,39,596,16,41.0,13,33.3,8,20.5,2,5.1,10,25.6
26,8,2022,Hispanic,118,598,50,42.4,36,30.5,27,22.9,5,4.2,32,27.1
26,8,2022,Multi-Racial,8,607,2,25.0,3,37.5,1,12.5,2,25.0,3,37.5
26,8,2022,Native American,6,583,4,66.7,1,16.7,1,16.7,0,0.0,1,16.7
26,8,2022,White,67,598,29,43.3,23,34.3,12,17.9,3,4.5,15,22.4
26,All Grades,2022,Asian,5554,617,377,6.8,711,12.8,1376,24.8,3090,55.6,4466,80.4
26,All Grades,2022,Black,414,598,121,29.2,135,32.6,102,24.6,56,13.5,158,38.2
26,All Grades,2022,Hispanic,1205,600,327,27.1,332,27.6,318,26.4,228,18.9,546,45.3
26,All Grades,2022,Multi-Racial,175,614,16,9.1,29,16.6,45,25.7,85,48.6,130,74.3
26,All Grades,2022,Native American,82,602,16,19.5,24,29.3,20,24.4,22,26.8,42,51.2
26,All Grades,2022,White,1198,605,223,18.6,295,24.6,317,26.5,363,30.3,680,56.8
26,3,2019,Asian,1062,616,32,3.0,88,8.3,334,31.5,608,57.3,942,88.7
26,3,2019,Black,98,605,12,12.2,21,21.4,37,37.8,28,28.6,65,66.3
26,3,2019,Hispanic,251,604,38,15.1,56,22.3,80,31.9,77,30.7,157,62.5
26,3,2019,Multi-Racial,49,615,2,4.1,3,6.1,18,36.7,26,53.1,44,89.8
26,3,2019,Native American,12,612,1,8.3,2,16.7,3,25.0,6,50.0,9,75.0
26,3,2019,White,304,606,29,9.5,70,23.0,108,35.5,97,31.9,205,67.4
26,4,2019,Asian,1110,620,24,2.2,109,9.8,217,19.5,760,68.5,977,88.0
26,4,2019,Black,111,604,16,14.4,34,30.6,29,26.1,32,28.8,61,55.0
26,4,2019,Hispanic,232,606,28,12.1,61,26.3,71,30.6,72,31.0,143,61.6
26,4,2019,Multi-Racial,38,613,1,2.6,10,26.3,9,23.7,18,47.4,27,71.1
26,4,2019,Native American,9,608,0,0.0,4,44.4,3,33.3,2,22.2,5,55.6
26,4,2019,White,296,611,23,7.8,61,20.6,82,27.7,130,43.9,212,71.6
26,5,2019,Asian,1123,620,59,5.3,105,9.3,228,20.3,731,65.1,959,85.4
26,5,2019,Black,99,602,23,23.2,25,25.3,22,22.2,29,29.3,51,51.5
26,5,2019,Hispanic,248,603,62,25.0,55,22.2,65,26.2,66,26.6,131,52.8
26,5,2019,Multi-Racial,40,616,5,12.5,7,17.5,4,10.0,24,60.0,28,70.0
26,5,2019,Native American,9,609,1,11.1,3,33.3,2,22.2,3,33.3,5,55.6
26,5,2019,White,332,610,45,13.6,53,16.0,105,31.6,129,38.9,234,70.5
26,6,2019,Asian,1360,620,73,5.4,136,10.0,279,20.5,872,64.1,1151,84.6
26,6,2019,Black,91,602,21,23.1,28,30.8,22,24.2,20,22.0,42,46.2
26,6,2019,Hispanic,292,603,66,22.6,76,26.0,75,25.7,75,25.7,150,51.4
26,6,2019,Multi-Racial,36,618,1,2.8,5,13.9,10,27.8,20,55.6,30,83.3
26,6,2019,Native American,12,607,4,33.3,1,8.3,3,25.0,4,33.3,7,58.3
26,6,2019,White,303,611,33,10.9,68,22.4,72,23.8,130,42.9,202,66.7
26,7,2019,Asian,1161,621,69,5.9,137,11.8,233,20.1,722,62.2,955,82.3
26,7,2019,Black,86,603,24,27.9,19,22.1,29,33.7,14,16.3,43,50.0
26,7,2019,Hispanic,234,603,55,23.5,56,23.9,69,29.5,54,23.1,123,52.6
26,7,2019,Multi-Racial,17,609,3,17.6,2,11.8,7,41.2,5,29.4,12,70.6
26,7,2019,Native American,14,600,3,21.4,6,42.9,4,28.6,1,7.1,5,35.7
26,7,2019,White,340,611,36,10.6,82,24.1,100,29.4,122,35.9,222,65.3
26,8,2019,Asian,602,620,45,7.5,113,18.8,165,27.4,279,46.3,444,73.8
26,8,2019,Black,61,604,15,24.6,24,39.3,14,23.0,8,13.1,22,36.1
26,8,2019,Hispanic,173,601,62,35.8,61,35.3,24,13.9,26,15.0,50,28.9
26,8,2019,Multi-Racial,13,611,2,15.4,4,30.8,3,23.1,4,30.8,7,53.8
26,8,2019,Native American,6,617,0,0.0,1,16.7,3,50.0,2,33.3,5,83.3
26,8,2019,White,147,609,27,18.4,47,32.0,38,25.9,35,23.8,73,49.7
26,All Grades,2019,Asian,6418,619,302,4.7,688,10.7,1456,22.7,3972,61.9,5428,84.6
26,All Grades,2019,Black,546,603,111,20.3,151,27.7,153,28.0,131,24.0,284,52.0
26,All Grades,2019,Hispanic,1430,603,311,21.7,365,25.5,384,26.9,370,25.9,754,52.7
26,All Grades,2019,Multi-Racial,193,615,14,7.3,31,16.1,51,26.4,97,50.3,148,76.7
26,All Grades,2019,Native American,62,608,9,14.5,17,27.4,18,29.0,18,29.0,36,58.1
26,All Grades,2019,White,1722,610,193,11.2,381,22.1,505,29.3,643,37.3,1148,66.7
26,3,2018,Asian,1084,618,32,3.0,92,8.5,310,28.6,650,60.0,960,88.6
26,3,2018,Black,98,604,10,10.2,23,23.5,37,37.8,28,28.6,65,66.3
26,3,2018,Hispanic,247,605,28,11.3,51,20.6,102,41.3,66,26.7,168,68.0
26,3,2018,Multi-Racial,36,610,0,0.0,8,22.2,14,38.9,14,38.9,28,77.8
26,3,2018,Native American,9,603,0,0.0,4,44.4,4,44.4,1,11.1,5,55.6
26,3,2018,White,302,609,23,7.6,50,16.6,122,40.4,107,35.4,229,75.8
26,4,2018,Asian,1085,620,31,2.9,111,10.2,222,20.5,721,66.5,943,86.9
26,4,2018,Black,96,604,13,13.5,23,24.0,29,30.2,31,32.3,60,62.5
26,4,2018,Hispanic,227,603,37,16.3,67,29.5,73,32.2,50,22.0,123,54.2
26,4,2018,Multi-Racial,38,617,3,7.9,5,13.2,7,18.4,23,60.5,30,78.9
26,4,2018,Native American,10,602,2,20.0,1,10.0,5,50.0,2,20.0,7,70.0
26,4,2018,White,337,609,23,6.8,79,23.4,93,27.6,142,42.1,235,69.7
26,5,2018,Asian,1236,619,75,6.1,146,11.8,290,23.5,725,58.7,1015,82.1
26,5,2018,Black,78,601,24,30.8,22,28.2,17,21.8,15,19.2,32,41.0
26,5,2018,Hispanic,284,604,59,20.8,82,28.9,69,24.3,74,26.1,143,50.4
26,5,2018,Multi-Racial,35,616,3,8.6,6,17.1,10,28.6,16,45.7,26,74.3
26,5,2018,Native American,12,599,3,25.0,4,33.3,1,8.3,4,33.3,5,41.7
26,5,2018,White,332,610,37,11.1,77,23.2,103,31.0,115,34.6,218,65.7
26,6,2018,Asian,1196,620,81,6.8,139,11.6,237,19.8,739,61.8,976,81.6
26,6,2018,Black,93,600,25,26.9,28,30.1,23,24.7,17,18.3,40,43.0
26,6,2018,Hispanic,245,604,52,21.2,67,27.3,61,24.9,65,26.5,126,51.4
26,6,2018,Multi-Racial,16,607,3,18.8,2,12.5,6,37.5,5,31.3,11,68.8
26,6,2018,Native American,12,595,4,33.3,5,41.7,2,16.7,1,8.3,3,25.0
26,6,2018,White,335,610,45,13.4,68,20.3,94,28.1,128,38.2,222,66.3
26,7,2018,Asian,1111,620,54,4.9,113,10.2,277,24.9,667,60.0,944,85.0
26,7,2018,Black,104,603,19,18.3,33,31.7,41,39.4,11,10.6,52,50.0
26,7,2018,Hispanic,256,604,51,19.9,79,30.9,65,25.4,61,23.8,126,49.2
26,7,2018,Multi-Racial,31,613,3,9.7,3,9.7,11,35.5,14,45.2,25,80.6
26,7,2018,Native American,9,619,0,0.0,1,11.1,3,33.3,5,55.6,8,88.9
26,7,2018,White,316,611,34,10.8,62,19.6,107,33.9,113,35.8,220,69.6
26,8,2018,Asian,717,620,55,7.7,148,20.6,187,26.1,327,45.6,514,71.7
26,8,2018,Black,72,600,24,33.3,25,34.7,17,23.6,6,8.3,23,31.9
26,8,2018,Hispanic,147,602,45,30.6,53,36.1,30,20.4,19,12.9,49,33.3
26,8,2018,Multi-Racial,9,602,3,33.3,2,22.2,1,11.1,3,33.3,4,44.4
26,8,2018,Native American,8,609,2,25.0,2,25.0,2,25.0,2,25.0,4,50.0
26,8,2018,White,145,606,37,25.5,42,29.0,37,25.5,29,20.0,66,45.5
26,All Grades,2018,Asian,6429,619,328,5.1,749,11.7,1523,23.7,3829,59.6,5352,83.2
26,All Grades,2018,Black,541,602,115,21.3,154,28.5,164,30.3,108,20.0,272,50.3
26,All Grades,2018,Hispanic,1406,604,272,19.3,399,28.4,400,28.4,335,23.8,735,52.3
26,All Grades,2018,Multi-Racial,165,613,15,9.1,26,15.8,49,29.7,75,45.5,124,75.2
26,All Grades,2018,Native American,60,604,11,18.3,17,28.3,17,28.3,15,25.0,32,53.3
26,All Grades,2018,White,1767,610,199,11.3,378,21.4,556,31.5,634,35.9,1190,67.3
27,3,2025,Asian,595,466,46,7.7,108,18.2,248,41.7,193,32.4,441,74.1
27,3,2025,Black,453,452,67,14.8,142,31.3,174,38.4,70,15.5,244,53.9
27,3,2025,Hispanic,1223,453,175,14.3,343,28.0,503,41.1,202,16.5,705,57.6
27,3,2025,Multi-Racial,57,468,5,8.8,8,14.0,22,38.6,22,38.6,44,77.2
27,3,2025,Native American,160,464,10,6.3,29,18.1,81,50.6,40,25.0,121,75.6
27,3,2025,White,227,467,9,4.0,45,19.8,108,47.6,65,28.6,173,76.2
27,4,2025,Asian,552,470,40,7.2,88,15.9,245,44.4,179,32.4,424,76.8
27,4,2025,Black,453,445,143,31.6,126,27.8,140,30.9,44,9.7,184,40.6
27,4,2025,Hispanic,1201,455,254,21.1,279,23.2,451,37.6,217,18.1,668,55.6
27,4,2025,Multi-Racial,45,461,9,20.0,9,20.0,14,31.1,13,28.9,27,60.0
27,4,2025,Native American,163,465,16,9.8,37,22.7,64,39.3,46,28.2,110,67.5
27,4,2025,White,229,466,20,8.7,37,16.2,113,49.3,59,25.8,172,75.1
27,5,2025,Asian,601,466,65,10.8,109,18.1,241,40.1,186,30.9,427,71.0
27,5,2025,Black,444,443,141,31.8,137,30.9,136,30.6,30,6.8,166,37.4
27,5,2025,Hispanic,1245,451,306,24.6,322,25.9,449,36.1,168,13.5,617,49.6
27,5,2025,Multi-Racial,35,459,6,17.1,5,14.3,14,40.0,10,28.6,24,68.6
27,5,2025,Native American,155,459,18,11.6,31,20.0,80,51.6,26,16.8,106,68.4
27,5,2025,White,216,458,37,17.1,39,18.1,97,44.9,43,19.9,140,64.8
27,6,2025,Asian,637,462,84,13.2,146,22.9,255,40.0,152,23.9,407,63.9
27,6,2025,Black,493,441,192,38.9,140,28.4,122,24.7,39,7.9,161,32.7
27,6,2025,Hispanic,1241,445,376,30.3,357,28.8,421,33.9,87,7.0,508,40.9
27,6,2025,Multi-Racial,48,456,8,16.7,17,35.4,14,29.2,9,18.8,23,47.9
27,6,2025,Native American,198,454,41,20.7,51,25.8,76,38.4,30,15.2,106,53.5
27,6,2025,White,241,457,29,12.0,65,27.0,100,41.5,47,19.5,147,61.0
27,7,2025,Asian,673,469,58,8.6,120,17.8,202,30.0,293,43.5,495,73.6
27,7,2025,Black,560,448,131,23.4,175,31.3,172,30.7,82,14.6,254,45.4
27,7,2025,Hispanic,1265,452,237,18.7,396,31.3,387,30.6,245,19.4,632,50.0
27,7,2025,Multi-Racial,44,469,2,4.5,8,18.2,15,34.1,19,43.2,34,77.3
27,7,2025,Native American,194,461,15,7.7,45,23.2,84,43.3,50,25.8,134,69.1
27,7,2025,White,237,468,12,5.1,38,16.0,84,35.4,103,43.5,187,78.9
27,8,2025,Asian,193,453,58,30.1,30,15.5,69,35.8,36,18.7,105,54.4
27,8,2025,Black,333,442,144,43.2,63,18.9,93,27.9,33,9.9,126,37.8
27,8,2025,Hispanic,398,444,167,42.0,73,18.3,119,29.9,39,9.8,158,39.7
27,8,2025,Multi-Racial,15,446,4,26.7,3,20.0,7,46.7,1,6.7,8,53.3
27,8,2025,Native American,64,442,30,46.9,10,15.6,22,34.4,2,3.1,24,37.5
27,8,2025,White,66,452,15,22.7,15,22.7,27,40.9,9,13.6,36,54.5
27,All Grades,2025,Asian,3251,466,351,10.8,601,18.5,1260,38.8,1039,32.0,2299,70.7
27,All Grades,2025,Black,2736,445,818,29.9,783,28.6,837,30.6,298,10.9,1135,41.5
27,All Grades,2025,Hispanic,6573,451,1515,23.0,1770,26.9,2330,35.4,958,14.6,3288,50.0
27,All Grades,2025,Multi-Racial,244,462,34,13.9,50,20.5,86,35.2,74,30.3,160,65.6
27,All Grades,2025,Native American,934,459,130,13.9,203,21.7,407,43.6,194,20.8,601,64.3
27,All Grades,2025,White,1216,463,122,10.0,239,19.7,529,43.5,326,26.8,855,70.3
27,3,2024,Asian,538,462,53,9.9,103,19.1,245,45.5,137,25.5,382,71.0
27,3,2024,Black,475,440,115,24.2,191,40.2,146,30.7,23,4.8,169,35.6
27,3,2024,Hispanic,1229,447,240,19.5,391,31.8,476,38.7,122,9.9,598,48.7
27,3,2024,Multi-Racial,38,452,3,7.9,13,34.2,15,39.5,7,18.4,22,57.9
27,3,2024,Native American,163,459,12,7.4,42,25.8,79,48.5,30,18.4,109,66.9
27,3,2024,White,230,460,12,5.2,64,27.8,107,46.5,47,20.4,154,67.0
27,4,2024,Asian,602,469,63,10.5,89,14.8,237,39.4,213,35.4,450,74.8
27,4,2024,Black,461,445,142,30.8,126,27.3,146,31.7,47,10.2,193,41.9
27,4,2024,Hispanic,1274,451,319,25.0,310,24.3,452,35.5,193,15.1,645,50.6
27,4,2024,Multi-Racial,25,458,6,24.0,3,12.0,9,36.0,7,28.0,16,64.0
27,4,2024,Native American,170,463,19,11.2,31,18.2,81,47.6,39,22.9,120,70.6
27,4,2024,White,234,466,26,11.1,45,19.2,93,39.7,70,29.9,163,69.7
27,5,2024,Asian,558,460,101,18.1,103,18.5,198,35.5,156,28.0,354,63.4
27,5,2024,Black,468,437,224,47.9,101,21.6,114,24.4,29,6.2,143,30.6
27,5,2024,Hispanic,1165,447,342,29.4,315,27.0,366,31.4,142,12.2,508,43.6
27,5,2024,Multi-Racial,44,452,7,15.9,16,36.4,13,29.5,8,18.2,21,47.7
27,5,2024,Native American,179,452,41,22.9,45,25.1,64,35.8,29,16.2,93,52.0
27,5,2024,White,246,454,41,16.7,74,30.1,92,37.4,39,15.9,131,53.3
27,6,2024,Asian,642,459,106,16.5,134,20.9,258,40.2,144,22.4,402,62.6
27,6,2024,Black,576,439,229,39.8,164,28.5,157,27.3,26,4.5,183,31.8
27,6,2024,Hispanic,1259,443,440,34.9,363,28.8,368,29.2,88,7.0,456,36.2
27,6,2024,Multi-Racial,42,452,12,28.6,6,14.3,17,40.5,7,16.7,24,57.1
27,6,2024,Native American,207,449,41,19.8,71,34.3,75,36.2,20,9.7,95,45.9
27,6,2024,White,254,454,37,14.6,62,24.4,131,51.6,24,9.4,155,61.0
27,7,2024,Asian,709,469,60,8.5,123,17.3,219,30.9,307,43.3,526,74.2
27,7,2024,Black,649,446,164,25.3,217,33.4,190,29.3,78,12.0,268,41.3
27,7,2024,Hispanic,1277,451,254,19.9,392,30.7,408,31.9,223,17.5,631,49.4
27,7,2024,Multi-Racial,35,455,7,20.0,7,20.0,14,40.0,7,20.0,21,60.0
27,7,2024,Native American,147,459,20,13.6,37,25.2,48,32.7,42,28.6,90,61.2
27,7,2024,White,247,464,18,7.3,52,21.1,91,36.8,86,34.8,177,71.7
27,8,2024,Asian,183,446,56,30.6,50,27.3,64,35.0,13,7.1,77,42.1
27,8,2024,Black,351,436,186,53.0,61,17.4,84,23.9,20,5.7,104,29.6
27,8,2024,Hispanic,409,440,181,44.3,93,22.7,104,25.4,31,7.6,135,33.0
27,8,2024,Multi-Racial,16,445,7,43.8,3,18.8,4,25.0,2,12.5,6,37.5
27,8,2024,Native American,77,436,39,50.6,20,26.0,16,20.8,2,2.6,18,23.4
27,8,2024,White,65,448,24,36.9,16,24.6,14,21.5,11,16.9,25,38.5
27,All Grades,2024,Asian,3232,463,439,13.6,602,18.6,1221,37.8,970,30.0,2191,67.8
27,All Grades,2024,Black,2980,441,1060,35.6,860,28.9,837,28.1,223,7.5,1060,35.6
27,All Grades,2024,Hispanic,6613,447,1776,26.9,1864,28.2,2174,32.9,799,12.1,2973,45.0
27,All Grades,2024,Multi-Racial,200,453,42,21.0,48,24.0,72,36.0,38,19.0,110,55.0
27,All Grades,2024,Native American,943,454,172,18.2,246,26.1,363,38.5,162,17.2,525,55.7
27,All Grades,2024,White,1276,459,158,12.4,313,24.5,528,41.4,277,21.7,805,63.1
27,3,2023,Asian,563,464,39,6.9,123,21.8,247,43.9,154,27.4,401,71.2
27,3,2023,Black,433,444,99,22.9,169,39.0,128,29.6,37,8.5,165,38.1
27,3,2023,Hispanic,1187,450,185,15.6,418,35.2,430,36.2,154,13.0,584,49.2
27,3,2023,Multi-Racial,23,460,3,13.0,6,26.1,9,39.1,5,21.7,14,60.9
27,3,2023,Native American,156,462,14,9.0,35,22.4,69,44.2,38,24.4,107,68.6
27,3,2023,White,250,458,24,9.6,64,25.6,114,45.6,48,19.2,162,64.8
